User-ID,Location,Age
69936,"fairfax, virginia, usa",15.0
69951,"brisbane, queensland, australia",15.0
70055,"hemet, california, usa",18.0
70065,"winnipeg, manitoba, canada",19.0
70066,"renton, washington, usa",17.0
70121,"auckland, n/a, new zealand",13.0
70246,"bloomington, minnesota, usa",15.0
70287,"carol stream, illinois, usa",16.0
70399,"ahlen, n/a, germany",18.0
70448,"moreno valley, california, usa",17.0
70472,"port stanley, ontario, canada",16.0
70479,"paris, ille de france, france",19.0
70480,"charleston, south carolina, usa",15.0
70519,"mars, pennsylvania, usa",16.0
70666,"warwick, rhode island, usa",18.0
70803,"terrace, british columbia, canada",17.0
70837,"chula vista, california, usa",16.0
70851,"cotati, california, usa",15.0
71006,"val de la haye, n/a, france",19.0
71079,"capital, san juan, argentina",18.0
71155,"gera, thueringen, germany",16.0
71174,"willoughby, ohio, usa",19.0
71232,"minnetonka, minnesota, usa",16.0
71233,"n/a, penang, malaysia",16.0
71310,"mount prospect, illinois, usa",17.0
71449,"bauru, são paulo, brazil",19.0
71476,"bilbao, bizkaia, spain",17.0
71507,"keizer, oregon, usa",19.0
71537,"melbourne, victoria, australia",19.0
71594,"sydney, new south wales, australia",13.0
71653,"decatur, mississippi, usa",18.0
71665,"granada, n/a, spain",16.0
71677,"hannover, niedersachsen, germany",14.0
71698,"dietfurt, bayern, germany",17.0
71722,"karditsa, n/a, greece",17.0
71726,"bintulu, sarawak, malaysia",18.0
71804,"la puente, california, usa",17.0
71934,"la llosa de ranes, valència, spain",14.0
72148,"dorsten, nrw, germany",19.0
72171,"paço d`arcos, lisboa, portugal",16.0
72210,"paris, ile de france, france",17.0
72211,"nantes, pays de la loire, france",18.0
72247,"franklin, tennessee, usa",18.0
72341,"overland park, kansas, usa",18.0
72368,"milford, iowa, usa",15.0
72404,"logroño, la rioja, spain",16.0
72476,"woodstock, illinois, usa",14.0
72497,"napa, california, usa",15.0
72509,"buffalo, new york, usa",15.0
72526,"croydon, england, united kingdom",19.0
72659,"malaga, malaga, spain",18.0
72702,"silver spring, maryland, usa",19.0
72847,"genova, liguria, italy",17.0
72852,"shoreview, minnesota, usa",19.0
72868,"camdenton, missouri, usa",17.0
73045,"vancouver, british columbia, canada",18.0
73093,"chapel hill, north carolina, usa",19.0
73139,"scarsdale, new york, usa",15.0
73156,"melbourn, victoria, australia",13.0
73222,"dunedin, otago, new zealand",18.0
73326,"new york, new york, usa",17.0
73399,"shah alam, selangor, malaysia",17.0
73479,"fairview, west virginia, usa",16.0
73486,"olmsted township, ohio, usa",19.0
73578,"oakville, ontario, canada",19.0
73746,"watkins glen, new york, usa",16.0
73755,"sydney, new south wales, australia",13.0
73759,"beverly hills, california, usa",17.0
73779,"glidden, iowa, usa",17.0
73889,"sydney, new south wales, australia",17.0
74074,"reinbek, schleswig-holstein, germany",14.0
74088,"holmdel, new jersey, usa",16.0
74130,"harrodsburg, kentucky, usa",16.0
74157,"grand rapids, michigan, usa",13.0
74164,"foxboro, massachusetts, usa",17.0
74165,"naperville, illinois, usa",15.0
74197,"olympia, washington, usa",16.0
74199,"brisbane, queensland, australia",14.0
74221,"baton rouge, louisiana, usa",18.0
74248,"jackson, ohio, usa",18.0
74329,"marlow, england, united kingdom",16.0
74335,"north vancouver, british columbia, canada",14.0
74375,"orangeville, ontario, canada",17.0
74409,"bremen, bremen, germany",19.0
74450,"albuquerque, new mexico, usa",14.0
74519,"iowacity, iowa, usa",18.0
74530,"aurora, colorado, usa",14.0
74569,"kansas city, kansas, usa",15.0
74608,"huber heights, ohio, usa",17.0
74642,"plymouth, california, usa",18.0
74648,"torrance, california, usa",15.0
74672,"parma, ohio, usa",19.0
74844,"honolulu, hawaii, usa",17.0
74873,"champlin, minnesota, usa",14.0
74892,"toronto, ontario, canada",18.0
74908,"almada, lisboa, portugal",18.0
75009,"salem, oregon, usa",15.0
75108,"savièse, valais, switzerland",17.0
75215,"haines falls, new york, usa",15.0
75249,"urbana, illinois, usa",19.0
75251,"cape coral, florida, usa",16.0
75366,"barcelona, barcelona, spain",18.0
75431,"castro verde, n/a, portugal",19.0
75442,"arlon, luxembourg, belgium",15.0
75548,"zeist, n/a, netherlands",19.0
75610,"mijas-costa, málaga, spain",17.0
75642,"portalegre, n/a, portugal",18.0
75691,"cincinnati, ohio, usa",17.0
75698,"monroe, michigan, usa",16.0
75712,"fort white, florida, usa",13.0
75718,"la puente, california, usa",18.0
75746,"south hill, virginia, usa",19.0
75749,"honolulu, hawaii, usa",18.0
75767,"melbourn, victoria, australia",12.0
75886,"baton rouge, louisiana, usa",17.0
75908,"milford, iowa, usa",15.0
75909,"baton rouge, louisiana, usa",15.0
76135,"ottawa, ontario, canada",17.0
76172,"motala, östergötland, sweden",19.0
76268,"barcelona, barcelona, spain",17.0
76301,"pasig city, , philippines",19.0
76408,"baton rouge, louisiana, usa",18.0
76417,"braga, braga, portugal",19.0
76422,"brimbank, victoria, australia",18.0
76425,"excelsior springs, missouri, usa",16.0
76440,"monterotondo, lazio, italy",13.0
76452,"fayetteville, georgia, usa",14.0
76453,"hazebrouck, n/a, france",18.0
76470,"montmorency, victoria, australia",15.0
76571,"arlington, virginia, usa",16.0
76576,"snellville, georgia, usa",17.0
76632,"fuengirola, málaga, spain",17.0
76683,"sevilla, n/a, spain",18.0
76760,"dudley, massachusetts, usa",17.0
76786,"beverly hills, california, usa",12.0
76798,"paris, ile-de-france, france",17.0
76888,"easley, south carolina, usa",19.0
76901,"edmonton, alberta, canada",16.0
76930,"cincinnati, ohio, usa",18.0
76961,"palencia, n/a, spain",14.0
76977,"springdale, arkansas, usa",19.0
76989,"boulogne s/mer, pas de calais, france",16.0
77093,"haselau, schleswig-holstein, germany",15.0
77099,"getxo, bizkaia, spain",14.0
77250,"uttenreuth, bayern, germany",17.0
77270,"menomonee falls, wisconsin, usa",18.0
77285,"ingenheim, rheinland-pfalz, germany",18.0
77307,"pittsburgh, pennsylvania, usa",19.0
77335,"bad homburg, hessen, germany",19.0
77342,"sydney, new south wales, australia",15.0
77377,"middletown, delaware, usa",16.0
77484,"topanga, california, usa",15.0
77668,"blagoevgrad, blgrad, bulgaria",17.0
77728,"portland, maine, usa",17.0
77772,"lynnwood, washington, usa",13.0
78033,"burton, ohio, usa",18.0
78037,"glasgow, scotland, united kingdom",19.0
78062,"driebergen, utrecht, netherlands",15.0
78067,"holzminden, niedersachsen, germany",15.0
78217,"murfreesboro, tennessee, usa",15.0
78252,"olivos, buenos aires, argentina",14.0
78262,"mississauga, ontario, canada",16.0
78282,"silverlake, california, usa",15.0
78286,"hobbs, new mexico, usa",15.0
78406,"beirut, n/a, lebanon",19.0
78412,"athens, athens, greece",15.0
78438,"belmont, california, usa",19.0
78545,"southaven, mississippi, usa",19.0
78546,"ottawa, ontario, canada",17.0
78565,"chorley, england, united kingdom",15.0
78637,"gainesville, florida, usa",16.0
78655,"kansas city, missouri, usa",13.0
78667,"los angeles, california, usa",19.0
78695,"newton, iowa, usa",17.0
78701,"portsmouth, virginia, usa",19.0
78703,"dekalb junction, new york, usa",19.0
78705,"christchurch, n/a, new zealand",15.0
78722,"lakeland, florida, usa",18.0
78735,"lowville, new york, usa",19.0
78773,"rainau, baden-wuerttemberg, germany",19.0
78824,"glenfield, new south wales, australia",16.0
78983,"canberra, australian capital territory, australia",18.0
78992,"derby, england, united kingdom",17.0
78997,"crofton, maryland, usa",14.0
79004,"mahone bay, nova scotia, canada",15.0
79006,"san marcos, california, usa",14.0
79007,"donaconna, quebec, canada",18.0
79118,"dhaka, n/a, bangladesh",15.0
79204,"hermon, maine, usa",16.0
79255,"north vancouver, british columbia, canada",18.0
79351,"stockton, california, usa",19.0
79575,"karachi, sindh/islam, pakistan",16.0
79608,"st.paul, minnesota, usa",17.0
79681,"lüdenscheid, nordrhein-westfalen, germany",15.0
79704,"westerville, ohio, usa",15.0
79726,"brooklin, ontario, canada",17.0
79769,"schwarme, niedersachsen, germany",17.0
79784,"fuengirola, sardegna, spain",16.0
79795,"milano, lombardia, italy",16.0
79916,"st. charles, missouri, usa",18.0
79945,"manhattan, kansas, usa",17.0
79998,"santiago, region metropolitana, chile",14.0
80081,"toronto, ontario, canada",18.0
80145,"washington, maine, usa",14.0
80157,"bucharest, n/a, romania",19.0
80170,"athens, \ano liosia\"", greece""",16.0
80205,"cairns, queensland, australia",17.0
80438,"karlslunde, sjælland, denmark",17.0
80494,"bacchus marsh, victoria, australia",16.0
80557,"north oaks, ,",18.0
80704,"hephzibah, georgia, usa",18.0
80766,"llandudno, wales, united kingdom",17.0
80830,"como, lombardia, italy",18.0
80912,"vrable, nitra, slovakia",18.0
81015,"saskatoon, saskatchewan, canada",15.0
81033,"guadalajara, jalisco, mexico",17.0
81063,"radebeul, sachsen, germany",18.0
81088,"romsey, hampshire, united kingdom",18.0
81225,"royal oak, michigan, usa",16.0
81263,"shanghai, shanghai, china",17.0
81385,"denver, colorado, usa",16.0
81431,"south san francisco, california, usa",18.0
81461,"pottsville, pennsylvania, usa",12.0
81598,"calgary, alberta, canada",16.0
81612,"weatherford, texas, usa",18.0
81689,"fuenlabrada, madrid, spain",19.0
81702,"royal oak, michigan, usa",16.0
81714,"kuala lumpur, n/a, malaysia",18.0
81741,"somerset, massachusetts, usa",19.0
81760,"orangeville, ontario, canada",19.0
81763,"duarte, california, usa",18.0
81764,"magdeburg, sachsen-anhalt, germany",18.0
81908,"huhhot, innner mongolia, china",19.0
81910,"melbourne, victoria, australia",15.0
81927,"cincinnati, ohio, usa",17.0
82146,"fallston, maryland, usa",17.0
82167,"roseville, sydney, new south wales, australia",14.0
82180,"milwaukee, wisconsin, usa",17.0
82237,"camp hill, pennsylvania, usa",14.0
82261,"ipswich, england, united kingdom",18.0
82271,"toowoomba, queensland, australia",15.0
82299,"stuttgart, , germany",13.0
82343,"orleans, ontario, canada",16.0
82427,"maastricht, limburg, netherlands",17.0
82459,"olesa de montserrat, barcelona, spain",16.0
82550,"carmichael, california, usa",17.0
82602,"eugene, oregon, usa",13.0
82695,"esch/alzette, n/a, luxembourg",15.0
82702,"nottingham, england, united kingdom",17.0
82740,"koeln, nordrhein-westfalen, germany",12.0
82793,"dublin, dublin, ireland",13.0
82911,"east brighton, victoria, australia",15.0
83046,"allegan, michigan, usa",15.0
83244,"cheltenham, england, united kingdom",16.0
83258,"preston, england, united kingdom",15.0
83265,"baton rouge, louisiana, usa",16.0
83319,"dörflingen, schaffhausen, switzerland",18.0
83329,"n/a, n/a, austria",17.0
83335,"columbus, georgia, usa",16.0
83379,"talking rock, georgia, usa",18.0
83404,"clinton, mississippi, usa",14.0
83407,"oakley, michigan, usa",15.0
83498,"alburtis, pennsylvania, usa",19.0
83587,"paramount, california, usa",16.0
83684,"città di castello, umbria, italy",13.0
83685,"corvallis, oregon, usa",17.0
83768,"perth, western australia, australia",18.0
83778,"athens, georgia, usa",19.0
83783,"willmar, minnesota, usa",19.0
83895,"napa, california, usa",15.0
83972,"albuquerque, new mexico, usa",14.0
84161,"nürnberg, bayern, germany",16.0
84164,"annapolis, maryland, usa",19.0
84347,"halle /saale, sachsen-anhalt, germany",19.0
84423,"valencia, valencia, spain",19.0
84433,"wuppertal, nordrhein-westfalen, germany",19.0
84476,"sturgis, michigan, usa",16.0
84490,"derby, england, united kingdom",14.0
84492,"omaha, nebraska, usa",18.0
84507,"deltona, florida, usa",16.0
84607,"brisbane, queensland, australia",13.0
84679,"torrance, california, usa",16.0
84754,"victoria, british columbia, canada",18.0
84784,"toronto, ontario, canada",19.0
84957,"edgewater, florida, usa",15.0
85023,"parkes, new south wales, australia",15.0
85069,"ocean springs, mississippi, usa",18.0
85072,"lincoln, nebraska, usa",18.0
85087,"castalia, iowa, usa",18.0
85092,"talisay city, n/a, philippines",17.0
85136,"perth, western australia, australia",18.0
85214,"fuengirola, malaga, spain",17.0
85225,"torremolinos, andalucía, spain",14.0
85246,"columbia heights, minnesota, usa",19.0
85285,"villanueva de la serena, badajoz,",17.0
85315,"simmozheim, baden-wuerttemberg, germany",19.0
85366,"brooklyn, new york, usa",17.0
85367,"gloversville, new york, usa",17.0
85399,"troy, michigan, usa",16.0
85464,"white, georgia, usa",14.0
85508,"sunderland, tyne and wear, united kingdom",17.0
85621,"evansville, indiana, usa",15.0
85633,"pine beach, new jersey, usa",15.0
85992,"concord, california, usa",18.0
86015,"tathra, new south wales, australia",16.0
86034,"homosassa, florida, usa",18.0
86037,"albuquerque, new mexico, usa",15.0
86063,"singapore, n/a, singapore",16.0
86084,"silver spring, maryland, usa",16.0
86122,"granger, indiana, usa",16.0
86193,"toronto, ontario, canada",17.0
86252,"westfield, new jersey, usa",16.0
86272,"harrodsburg, kentucky, usa",16.0
86276,"singapore, n/a, singapore",16.0
86290,"charlottesville, virginia, usa",17.0
86352,"oak grove, mississippi, usa",15.0
86401,"mexico city, mexico city, mexico",18.0
86437,"tulsa, oklahoma, usa",17.0
86495,"west covina, california, usa",19.0
86683,"barcelona, barcelona, spain",19.0
86876,"köln, nordrhein-westfalen, germany",19.0
86948,"madrid, madrid, spain",17.0
87118,"sevilla, andalucia, spain",19.0
87144,"albany, new york, usa",13.0
87156,"bullhead city, ,",16.0
87157,"middletown, pennsylvania, usa",14.0
87297,"herford, nordrhein-westfalen, germany",17.0
87346,"new york, new york, usa",14.0
87459,"savannah, georgia, usa",13.0
87491,"ascot park, south australia, australia",13.0
87511,"whittier, california, usa",19.0
87544,"burlington, massachusetts, usa",17.0
87712,"yarmouth, nova scotia, canada",19.0
87770,"albuquerqe, new mexico, usa",14.0
87938,"n/a, n/a, malaysia",15.0
88078,"bristol, england, united kingdom",18.0
88096,"vancouver, british columbia, canada",16.0
88106,"round rock, texas, usa",17.0
88111,"elk grove, california, usa",14.0
88142,"santiago city, n/a, philippines",19.0
88326,"toronto, ontario, canada",19.0
88435,"quezon city, ncr, philippines",19.0
88478,"melbourne, victoria, australia",15.0
88532,"richmond hill, new york, usa",16.0
88663,"sydney, new south wales, australia",18.0
88668,"metairie, louisiana, usa",19.0
88825,"so milwaukee, wisconsin, usa",19.0
88847,"el paso, texas, usa",17.0
88969,"brisbane, queensland, australia",19.0
89040,"moudon, vaud, switzerland",16.0
89071,"martinez, georgia, usa",14.0
89106,"sydney, new york, australia",15.0
89414,"marmande, aquitaine, france",19.0
89425,"hannover, niedersachsen, germany",16.0
89472,"woodbury, connecticut, usa",16.0
89548,"dasmariñas, cavite, philippines",17.0
89555,"beijing, n/a, china",16.0
89585,"la mesa, california, usa",17.0
89588,"petoskey, michigan, usa",17.0
89719,"anzio, lazio, italy",16.0
89721,"azzate, lombardia, italy",15.0
89829,"orlando, florida, usa",19.0
89833,"melbourne, n/a, australia",12.0
89876,"hamburg, hamburg, germany",18.0
89880,"altamonte springs, florida, usa",19.0
89882,"marlboro, new jersey, usa",17.0
89909,"victoria, british columbia, canada",14.0
89911,"west linn, oregon, usa",17.0
89986,"a coruña, a coruña, spain",16.0
89988,"gaithersburg, maryland, usa",18.0
90026,"lille, ,",19.0
90027,"edmonton, alberta, canada",15.0
90196,"sydney, new south wales, australia",13.0
90205,"peabody, massachusetts, usa",16.0
90223,"aachen, nordrhein-westfalen, germany",19.0
90231,"brisbane, queensland, australia",18.0
90239,"london, london, united kingdom",18.0
90269,"barcelona, catalunya, spain",19.0
90659,"funchal, madeira, portugal",18.0
90677,"glen ellyn, illinois, usa",17.0
90693,"kensington, maryland, usa",13.0
90721,"manchester, england, united kingdom",19.0
90722,"cambridge/bournemouth, england, united kingdom",19.0
90743,"olympia, washington, usa",18.0
90775,"chicago, illinois, usa",18.0
90776,"dearborn heights, michigan, usa",18.0
90785,"lyon, rhones, france",16.0
90856,"malaga, malaga, spain",16.0
90909,"vicenza, veneto, italy",18.0
90935,"cagliari, sardegna, italy",15.0
91054,"tiverton, rhode island, usa",15.0
91061,"genova, liguria, italy",17.0
91224,"kota bharu, kelantan, malaysia",15.0
91281,"arlington, texas, usa",18.0
91405,"warner robins, georgia, usa",17.0
91484,"carrollton, ohio, usa",16.0
91518,"heidelberg, baden-wuerttemberg, germany",18.0
91528,"bilbo, euskal herria, spain",16.0
91537,"ottawa, ontario, canada",16.0
91654,"ogdensburg, new york, usa",18.0
91766,"buenos aires, buenos aires, argentina",19.0
91858,"brooklyn, new york, usa",18.0
92072,"opelika, alabama, usa",15.0
92106,"bronx, new york, usa",16.0
92134,"dublin, ohio, usa",18.0
92185,"san francisco, california, usa",14.0
92235,"chicago, illinois, usa",14.0
92316,"middleburg heights, ohio, usa",19.0
92368,"troy, new york, usa",18.0
92399,"battle creek, michigan, usa",17.0
92437,"charlotte, north carolina, usa",19.0
92494,"knoxville, tennessee, usa",14.0
92518,"mönchengladbach, nordrhein-westfalen, germany",18.0
92563,"new york, new york, usa",19.0
92597,"milwaukee, wisconsin, usa",16.0
92693,"cressona, pennsylvania, usa",18.0
92754,"saginaw, michigan,",17.0
92827,"foster city, california, usa",15.0
92846,"warminster, england, united kingdom",17.0
92862,"yelm, ,",17.0
92970,"las palmas de gran canaria, las palmas, spain",18.0
93122,"calgary, alberta, canada",19.0
93126,"toronto, ontario, canada",14.0
93129,"bakersfield, california, usa",18.0
93143,"weymouth, massachusetts, usa",18.0
93144,"gelsenkirchen, nordrhein-westfalen, germany",16.0
93183,"shelton, washington, usa",17.0
93191,"basauri, vizcaya, spain",18.0
93274,"borgloon, limburg, belgium",17.0
93368,"largo, florida, usa",15.0
93383,"dunedin, otago, new zealand",18.0
93423,"balwyn, victoria, australia",13.0
93434,"donstia - san sebastian, sicilia, spain",15.0
94205,"calgary, alberta, canada",15.0
94376,"carrollton, kentucky, usa",16.0
94383,"leeds, england, united kingdom",19.0
94510,"melbourne, victoria, australia",15.0
94513,"oakland, california, usa",18.0
94531,"woy woy, new south wales, australia",17.0
94639,"ball ground, georgia, usa",18.0
94682,"cincinnati, ohio, usa",17.0
94750,"tampere, n/a, finland",17.0
94962,"sedalia, missouri, usa",19.0
95050,"columbus, montana, usa",13.0
95070,"beijing, n/a, china",18.0
95084,"flintstone, georgia, usa",17.0
95262,"canberra, australian capital territory, australia",12.0
95301,"wangaratta, victoria, australia",19.0
95440,"modanville, new south wales, australia",13.0
95445,"scarborough, ontario, canada",16.0
95482,"portland, oregon, usa",15.0
95656,"vevey, vaud, switzerland",19.0
95895,"luzarches, france, france",19.0
95915,"scullin, australian capital territory, australia",13.0
95923,"bloomfield, new jersey, usa",17.0
96027,"melbourne, victoria, australia",16.0
96125,"cumberland, rhode island, usa",19.0
96131,"melbourne, victoria, australia",15.0
96178,"n/a, n/a, usa",14.0
96239,"new york, new york, usa",18.0
96461,"cranbrook, british columbia, canada",17.0
96558,"west dover, vermont, usa",17.0
96778,"london, england, united kingdom",17.0
96827,"korb, baden-wuerttemberg, germany",18.0
96874,"capital federal, buenos aires, argentina",17.0
96900,"san jose, california, usa",17.0
96941,"gonnesa, sardegna, italy",19.0
97025,"elizabeth city, north carolina, usa",13.0
97145,"barcelona, cataluña, spain",19.0
97172,"waldorf, maryland, usa",19.0
97279,"rochester hills, michigan, usa",16.0
97297,"snodland, england, united kingdom",15.0
97443,"toronto, ontario, canada",18.0
97500,"karaville, florida, usa",14.0
97574,"herzogenrath, nordrhein-westfalen, germany",18.0
97582,"sungai buloh, selangor, malaysia",15.0
97656,"hobart, tasmania, australia",17.0
97792,"gundelfingen/donau, bayern, germany",16.0
97797,"berlin, berlin, germany",15.0
97915,"perth, western australia, australia",18.0
98009,"los angelas, california, usa",13.0
98010,"portland, oregon, usa",13.0
98235,"yakima, washington, usa",17.0
98254,"horst, limburg, netherlands",19.0
98376,"st. rose, louisiana, usa",14.0
98427,"seattle, washington, usa",13.0
98440,"yuma, arizona, usa",17.0
98474,"spring  hill, florida, usa",14.0
98484,"west point, new york, usa",18.0
98618,"jyväskylä, keski-suomi, finland",18.0
98628,"kuwait, kuwait, kuwait",17.0
98633,"cincinnati, ohio, usa",17.0
98708,"wilwood, missouri, usa",19.0
98777,"blenheim, n/a, new zealand",14.0
98834,"allentown, pennsylvania, usa",18.0
98873,"lansdale, pennsylvania, usa",19.0
98917,"albuquerque, new mexico, usa",13.0
99001,"griesheim, hessen, germany",14.0
99090,"pontevedra, pontevedra, spain",18.0
99201,"dunbartonshire, scotland, united kingdom",18.0
99213,"new london, wisconsin, usa",16.0
99281,"seattle, washington, usa",17.0
99297,"christchurch, south island, new zealand",14.0
99337,"south daytona, florida, usa",18.0
99474,"taiping, n/a, malaysia",18.0
99494,"lille, north of france, france",19.0
99779,"napoli, campagna, italy",13.0
99783,"youngsville, pennsylvania, usa",19.0
99857,"vitoria, basque country, spain",19.0
99939,"columbus, ohio, usa",19.0
99955,"lockport, new york, usa",14.0
99958,"st. louis, missouri, usa",16.0
100017,"calgary, alberta, canada",18.0
100046,"san antonio, texas, usa",14.0
100131,"apex, north carolina, usa",16.0
100150,"adelaide, south australia, australia",13.0
100169,"palatine, illinois,",16.0
100195,"london, n/a, united kingdom",16.0
100225,"toronto, ontario, canada",17.0
100258,"guildford, england, united kingdom",16.0
100304,"ipoh, perak, malaysia",16.0
100510,"fresno, california, usa",19.0
100545,"moana, south australia, australia",15.0
100572,"merritt island, ,",16.0
100591,"napa, california, usa",15.0
100602,"upper township, new jersey, usa",15.0
100660,"snellville, georgia, usa",17.0
100682,"medan, sumatera utara, indonesia",16.0
100792,"bonn, nrw, germany",15.0
100865,"niceville, florida, usa",19.0
101041,"cincinnati, ohio, usa",17.0
101046,"herkimer, new york, usa",19.0
101081,"kota bharu, kelantan, malaysia",18.0
101135,"baden, aargau, switzerland",17.0
101223,"birmingham, england, united kingdom",19.0
101244,"vienna, vienna, austria",19.0
101246,"denham spring, louisiana, usa",18.0
101278,"eau claire, wisconsin, usa",19.0
101311,"portland, oregon, usa",19.0
101380,"sydney mines, nova scotia, canada",17.0
101382,"whitney, texas, usa",14.0
101449,"gent, oost_vlaanderen, belgium",19.0
101484,"lubmin, mecklenburg-vorpommern, germany",19.0
101536,"versailles, kentucky, usa",15.0
101538,"perth, western australia, austria",16.0
101571,"crystal springs, mississippi, usa",19.0
101602,"bismark, north dakota, usa",13.0
101624,"park hills, missouri, usa",18.0
101628,"dunedin, otago, new zealand",19.0
101641,"wexford, leinster, ireland",18.0
101694,"peru ny, new york, usa",14.0
101840,"herkimer, new york, usa",19.0
101882,"harrodsburg, kentucky, usa",18.0
101983,"badalona, barcelona, spain",16.0
102042,"bangkok, n/a, thailand",17.0
102107,"tilley, alberta, canada",15.0
102117,"virginia beach, virginia, usa",19.0
102262,"salisbury, north carolina, usa",19.0
102379,"bonners ferry, idaho, usa",15.0
102386,"santa ana, california, usa",12.0
102416,"willow grove, pennsylvania, usa",19.0
102452,"sylacauga, alabama, usa",18.0
102460,"americus, georgia, usa",14.0
102489,"harrodsburg, kentucky, usa",16.0
102607,"orleans, ontario, canada",18.0
102636,"west covina, california, usa",17.0
102646,"san sebastián de la gomera, santa cruz de tenerife, spain",17.0
102647,"modesto, california, usa",14.0
102675,"new gloucester, maine, usa",17.0
102714,"köln, nordrhein-westfalen, germany",19.0
102819,"kassel, hessen, germany",15.0
102891,"las vegas, nevada, usa",12.0
103031,"santa clara, california, usa",18.0
103144,"shah alam, selangor, malaysia",19.0
103149,"guntersville, alabama, usa",16.0
103160,"saanichton, ,",14.0
103161,"baltimore, maryland, usa",15.0
103166,"bloomfield, new york, usa",13.0
103175,"westlock, alberta, canada",14.0
103189,"carnation, washington, usa",14.0
103200,"hyllinge, n/a, denmark",18.0
103287,"montreal, quebec, canada",14.0
103295,"fontana, california, usa",15.0
103313,"brooklyn, new york, usa",18.0
103342,"hamminkeln, nordrhein-westfalen, germany",19.0
103354,"trepassey, newfoundland, canada",13.0
103490,"portland, oregon, usa",19.0
103497,"brampton, ontario, canada",17.0
103526,"harrodsburg, kentucky, usa",18.0
103606,"jacksonville, florida, usa",13.0
103733,"washington, pennsylvania, usa",16.0
103916,"heaven, w-vl, belgium",16.0
103946,"caloundra, queensland, australia",19.0
104040,"santa clara, california, usa",16.0
104048,"napa, california, usa",16.0
104064,"st. petersburg, florida, usa",19.0
104219,"tampere, pirkanmaa, finland",18.0
104368,"st. john`s, newfoundland, canada",18.0
104443,"saint louis, missouri, usa",18.0
104476,"webster, new york, usa",15.0
104519,"kirkwood, missouri, usa",16.0
104527,"galapagar, madrid, spain",19.0
104532,"vienna, , austria",18.0
104554,"valence, rhone-alpes, france",18.0
104588,"brooklyn, new york, usa",16.0
104607,"chapin, south carolina, usa",17.0
104646,"chicago, illinois, usa",16.0
104647,"atl, georgia, usa",16.0
104710,"shrewsbury, england, united kingdom",16.0
104739,"quezon city, n/a, philippines",16.0
104771,"northridge, california, usa",17.0
104812,"woodstock, maryland, usa",19.0
104818,"north hills, california, usa",15.0
104885,"west covina, california, usa",18.0
104962,"fuengirola, málaga, spain",16.0
105068,"lagrange, georgia, usa",13.0
105098,"ostfildern, baden-wuerttemberg, germany",19.0
105148,"burnaby, british columbia, canada",15.0
105158,"hamburg, hamburg, germany",17.0
105194,"libertyville, illinois, usa",16.0
105220,"new berlin, wisconsin, usa",14.0
105221,"la mesa, california, usa",15.0
105263,"vancouver, washington state, usa",19.0
105375,"montreal, quebec, canada",19.0
105406,"york, england, united kingdom",18.0
105420,"westminster, maryland, usa",14.0
105450,"ploiesti, prahova, romania",15.0
105481,"sydney, new south wales, australia",15.0
105515,"elmore city, oklahoma, usa",19.0
105536,"belleville, new jersey, usa",17.0
105555,"liverpool, england, united kingdom",18.0
105647,"grove city, ohio, usa",18.0
105764,"singapore, n/a, singapore",18.0
105789,"aretxabaleta, guipúzcoa, spain",18.0
105829,"bilbao, vizcaya, spain",18.0
105838,"anacortes, washington, usa",16.0
105840,"madrid, madrid, spain",19.0
105851,"barcelona, catalunya, spain",17.0
106039,"astoria, new york, usa",15.0
106078,"dartmouth, massachusetts, usa",18.0
106100,"highwood, illinois, usa",15.0
106101,"elkhart, indiana, usa",14.0
106125,"toronto, ontario, canada",14.0
106127,"new haven, connecticut, usa",19.0
106185,"gallatin, tennessee, usa",15.0
106199,"roanoke, virginia, usa",17.0
106220,"seattle, washington, usa",16.0
106240,"melbourne, victoria, australia",14.0
106258,"baton rouge, louisiana, usa",16.0
106374,"cleveland, ohio, usa",16.0
106471,"newport, wales, united kingdom",14.0
106502,"malacca, n/a, malaysia",17.0
106534,"pratteln, baselland, switzerland",18.0
106742,"wien, wien, austria",19.0
106769,"leesburg, virginia, usa",19.0
106777,"thornhill, ontario, canada",15.0
106891,"nashville, tennessee, usa",17.0
106922,"gold coast, queensland, australia",14.0
106923,"paris, n/a, france",17.0
106945,"chilliwack, british columbia, canada",19.0
106989,"mill park, victoria, australia",19.0
107189,"wrotham, england, united kingdom",19.0
107235,"everett, washington, usa",17.0
107255,"katzelsdorf, niederoesterreich, austria",19.0
107271,"olympia, washington, usa",15.0
107317,"canberra, australian capital territory, australia",16.0
107341,"harrodsburg, kentucky, usa",16.0
107449,"san diego, california, usa",14.0
107453,"chunchula, alabama, usa",18.0
107457,"lockport, illinois, usa",18.0
107490,"amherst, massachusetts, usa",17.0
107525,"huelva, huelva, spain",13.0
107569,"adelaide, south australia, australia",17.0
107619,"webster, new york, usa",15.0
107623,"norfolk, virginia, usa",14.0
107651,"burlingame, california, usa",17.0
107688,"pace, florida, usa",17.0
107748,"le mans, pays de la loire, france",17.0
107767,"la rochelle, poitou-charentes, france",17.0
107834,"berthoud, colorado, usa",17.0
108081,"sherwood park, alberta, canada",17.0
108143,"cincinnati, ohio, usa",17.0
108176,"apex, north carolina, usa",12.0
108243,"canton, ga, usa",14.0
108254,"dublin, n/a, ireland",18.0
108339,"chesterfield, england, united kingdom",18.0
108394,"deer park, new york, usa",17.0
