User-ID,ISBN,Book-Rating
46443,0812550706,9
46443,0813109728,8
46443,0823410609,8
46443,0836270045,7
46443,0847814629,8
46443,0872497658,10
46443,0874519209,9
46443,0879235268,8
46443,1400031354,8
46443,1558748008,8
46443,1562820125,8
46443,1570231052,8
46466,0099603713,4
46508,0385720920,10
46623,8804405090,8
46696,0312979096,8
46827,1591291607,10
46827,438303362,10
46956,0590988492,8
47112,0804900043,7
47153,0385504209,8
47192,325770125X,5
47372,0373706456,7
47384,0439577527,10
47384,0440904196,8
47427,0440206154,8
47427,0441005837,9
47439,0224606352,7
47476,0553206575,8
47476,0671678817,4
47608,0671693816,7
47608,0934034222,3
47613,0140274057,5
47613,0141182474,8
47613,0552150738,5
47614,0380793482,4
47671,3257229534,8
47786,0004703898,8
47786,0060977337,8
47786,0451521358,8
47786,0811825558,10
47786,0868194778,7
47786,1864502029,8
48037,0141306009,8
48037,014130636X,7
48037,0152021973,9
48037,0312284683,7
48037,0316666343,6
48037,0380714752,10
48037,0380724235,8
48037,0380778556,10
48037,0425173755,8
48037,0439099048,7
48037,0440208149,7
48037,0440228506,9
48037,0440228654,8
48037,0449300021,9
48037,0553287532,3
48037,0553571249,2
48037,0590437151,7
48037,0688108938,8
48037,0688118976,3
48037,0698118685,5
48037,0842329129,6
48037,155661327X,6
48037,1556618123,5
48037,1562475150,8
48037,1576737039,8
48037,1576738159,7
48037,1582700354,7
48095,0886773784,8
48268,0140243887,10
48268,0140620338,9
48268,0142004286,8
48268,0312243022,7
48268,0330375253,6
48268,0375707972,8
48268,0385722206,9
48268,0440213460,10
48268,0440234735,10
48268,0446310786,8
48268,0446605239,5
48268,0446610399,7
48268,0671039741,9
48268,0671701592,10
48268,067170463X,7
48268,0671727796,10
48268,0740721984,10
48268,080706775X,9
48268,1559501049,10
48268,1569802068,7
48268,1892941589,8
48268,3423704594,5
48268,3426622203,4
48268,3446188800,8
48268,3499228300,1
48268,3548256600,6
48268,3746619157,6
48268,3806822875,8
48300,0525947647,10
48307,0140386645,8
48307,0142302082,9
48307,043942089X,8
48307,0440416485,6
48307,0689711816,10
48307,0743437322,10
48319,0449225151,9
48342,0380012863,9
48342,0553248987,8
48342,0553280945,9
48342,059041836X,8
48342,0816722595,9
48342,081673741X,9
48342,0893759945,9
48525,0345348109,5
48525,0671722905,5
48623,1853260177,8
48703,0330375253,8
48827,0312853238,10
48831,0552124761,7
48885,8532215300,7
48885,8572325638,8
48899,0380698439,9
48899,0395551722,6
48899,0439064872,8
48899,0448060094,10
48899,059035342X,8
48958,0713995831,9
49126,0140620125,7
49166,0425137937,9
49166,042518904X,8
49166,0440129613,7
49166,0440141966,8
49166,0440188415,8
49166,1563246015,8
49201,1581690029,7
49204,0446310786,9
49204,0553272535,10
49243,0671040774,7
49373,0060955775,10
49373,1567187250,8
49373,8427931379,7
49389,1400031699,8
49415,0345296621,9
49415,0345297679,9
49415,0345297695,9
49415,0345338588,9
49415,0441172660,10
49556,014230218X,7
49579,3570206009,8
49601,0385498721,7
49601,1558532161,9
49603,0553272837,8
49615,0451099648,3
49615,0671444832,8
49646,059030271X,8
49753,0064400581,10
49753,0380010038,10
49753,044022859X,10
49753,0440414806,10
49753,0440940001,10
49753,0553212338,10
49759,9722325337,10
49788,0698118286,8
49921,0345325818,10
49995,0440222028,9
50143,0375802118,9
50143,0385729332,8
50143,0385729340,8
50143,0440219078,9
50143,0440219426,7
50143,0440226856,7
50143,0440967694,10
50143,0449208400,8
50143,0553567187,7
50143,1550744151,6
50143,9146200177,7
50186,0142000981,7
50221,0451156609,7
50284,207040935X,5
50323,0312962320,10
50364,8467201266,6
50371,1569319014,10
50419,0156838389,10
50419,0451627954,9
50425,0813027187,6
50446,0671866397,8
50446,0679734775,5
50446,0826308791,6
50509,0743418190,10
50523,0425151867,10
50536,0140433627,6
50536,0435121464,7
50596,0060929898,8
50636,0140048979,5
50656,0452281679,6
50656,8820017865,4
50656,8872031745,7
50714,0590477404,6
50714,0671001841BC,6
50765,0684801523,7
50765,184391008X,8
50809,0590477382,5
50828,0671014676,5
50845,0060099240,2
50845,0062502182,10
50845,0140440879,7
50845,0195124987,8
50845,0441008658,7
50845,0486287769,9
50858,0553578308,8
50858,0830816380,10
50858,1404100016,10
50858,1564762645,7
50873,0947062939,10
50984,0752808753,10
51037,0064472558,5
51062,0064404994,9
51062,0064407055,9
51062,0553486568,10
51062,0553486985,10
51062,0590134701,7
51062,0590453688,7
51062,0671449044,10
51062,067988288X,5
51062,0971976600,10
51145,1854795422,7
51561,9513904245,8
51582,0553272535,10
51626,0743213807,10
51684,0091870291,6
51688,0207197792,8
51706,0261102354,9
51725,0060586567,5
51725,0140265988,7
51735,0689806469,9
52013,0345348036,8
52186,0613151402,10
52256,0027594556,6
52256,014035008X,4
52256,0345413350,5
52256,0393050424,7
52256,0393973042,9
52256,0486247791,8
52256,0553212818,8
52256,0553262505,3
52256,0679601325,9
52256,0688075088,7
52256,0688075096,10
52256,0689845367,3
52256,0786865512,7
52256,0803719957,1
52256,0804106304,8
52256,0806968540,5
52256,0880299010,8
52256,0880299053,10
52256,1566193087,9
52256,1566193230,9
52256,1566197589,7
52377,0425192938,8
52377,0451206657,6
52377,0679743464,10
52400,0345331354,10
52400,0440235502,10
52406,3596802024,6
52414,0345327225,7
52528,0439285127,7
52533,1566190533,8
52593,0440237920,8
52682,05904526601,6
52770,0440200946,5
52860,0385730586,10
52900,0679030441,5
52900,0679032576,8
52969,0375502238,7
52987,038572179X,4
52987,0446532231,10
52987,0451524934,7
52987,0919433871,4
52987,0971004218,9
53137,0380897393,8
53236,0064401847,8
53236,0373037481,7
53236,0373750013,7
53236,0425161242,9
53236,0553470698,6
53236,0590421522,5
53236,0613069854,5
53236,0671741195,8
53236,1558803726,9
53254,0345422554,9
53254,0375431764,9
53254,0439139597,10
53254,043935806X,9
53254,0440237556,10
53254,0671019635,9
53254,0671728555,9
53254,1551660431,8
53284,0415167914,10
53284,0749395990,9
53284,0786817070,10
53284,344254159X,9
53288,0140366849,8
53300,0575040696,7
53300,057504070X,7
53300,0575040726,7
53300,0590325442,7
53375,8479600977,8
53391,0060914947,9
53421,0552546321,10
53447,0517542099,10
53448,0553256696,9
53504,0671720996,9
53605,0060955775,7
53605,0345447840,10
53605,042510687X,5
53605,0425154092,7
53605,0446606812,6
53605,0553575538,5
53605,0553579606,5
53605,0671016768,6
53927,7500829574,2
54014,2738113974,6
54293,0671042858,9
54319,0393310752,6
54349,0064405176,10
54357,0316769509,8
54392,0553569910,10
54392,1572973234,6
54411,0802788513,10
54474,0385504209,9
54661,0877850615,2
54675,840147468X,5
54715,0553574027,8
54842,0380978407,8
54875,2070373738,9
54911,0142004235,10
54911,0312187459,10
54911,0316291161,10
54911,0552145424,9
54911,0553234811,9
54911,0804114986,10
54943,0440442079,5
55040,8202159040,7
55073,0152166629,8
55162,1857989805,8
55185,089375997X,6
55253,0553153277,8
55257,0446525537,8
55288,0689818300,8
55298,1576730360,5
55312,0972524576,6
55314,0618129022,10
55375,0316899984,8
55375,0380814021,5
55375,0440910854,7
55375,0440911486,6
55375,0440986311,7
55375,0590214152,7
55375,0812551915,8
55375,0893753688,8
55375,1895555434,7
55375,1895555647,8
55413,0553240455,9
55469,0440414806,5
55502,0440219078,9
55518,0399138439,10
55518,0553582526,8
55518,0553801341,7
55591,0679419454,6
55593,0061056871,8
55593,0590484060,10
55712,014131088X,10
55733,0553274503,8
55776,0060214953,7
55776,0072317345,6
55776,0393325172,6
55776,0394825993,7
55840,0860688666,7
55927,0060930187,7
55927,0060935464,10
55927,0060938099,7
55927,0060976845,7
55927,0064405842,8
55927,0064472787,10
55927,0140250948,7
55927,0140280243,10
55927,0142437336,8
55927,0146003772,9
55927,0152001018,7
55927,0152006737,7
55927,0152045562,7
55927,0152275177,7
55927,0316666343,9
55927,0345348036,10
55927,0345434870,7
55927,0385327730,9
55927,0385504209,10
55927,0395083567,10
55927,0399140557,9
55927,0439227569,7
55927,0440218500,10
55927,0440219329,9
55927,0440219337,8
55927,044022019X,7
55927,0440223016,8
55927,0440226872,8
55927,0440227984,8
55927,0440228611,9
55927,0440229286,8
55927,0440415918,7
55927,0553273914,9
55927,0553296981,10
55927,055356983X,8
55927,0590111523,10
55927,0590228544,8
55927,0590383892,8
55927,0590434128,8
55927,0590437151,5
55927,0590460560,7
55927,0590543199,7
55927,0590674099,8
55927,0671027360,10
55927,067103927X,7
55927,0671787918,8
55927,0671788124,8
55927,067976402X,8
55927,068485760X,9
55927,0689817851,10
55927,0689829574,10
55927,068984445X,9
55927,0689864353,8
55927,0689868278,10
55927,0689868456,9
55927,0689868464,8
55927,0689868472,9
55927,0743204859,8
55927,0743227441,9
55927,0743262174,9
55927,0743431030,8
55927,0763618292,8
55927,0786888091,10
55927,0967673712,10
55927,1566190916,8
55927,1566195519,9
55927,3551551677,10
55958,0441005489,9
55987,9653611283,8
55991,038549128X,10
56014,0552139262,7
56016,0552140287,8
56019,0679723110,10
56041,0380015811,8
56043,0590212443,5
56103,0590629824,8
56254,0060926430,10
56272,0312969937,8
56272,0316143464,9
56272,0316776963,9
56272,0375703764,9
56272,0375823360,10
56272,0375828192,8
56272,0385489056,8
56272,0385722435,9
56272,0441010652,8
56272,0441011632,8
56272,0449149900,6
56272,0451206878,7
56272,055380250X,8
56272,0743446526,6
56272,0843952180,4
56272,155105096X,10
56272,1573222739,7
56276,0060591838,9
56276,0375700668,7
56276,8401418844,8
56276,8483005123,8
56276,8495501252,9
56276,8495787555,9
56276,950511446X,10
56276,970051336X,10
56293,1558321276,7
56341,0440118700,8
56341,0440220602,9
56341,0449910555,7
56341,081673691X,7
56342,0345341678,8
56350,0849935377,7
56406,0060745908,10
56406,0345391802,9
56408,1234567890,9
56672,8466309004,7
56748,0446611778,8
56823,8481305235,7
56823,972104721X,8
56823,972104749X,8
56823,9721048151,8
56823,9722100726,6
56823,9726116007,3
56823,9728305444,8
56829,3407788533,4
56874,0099281716,10
56874,0395330688,8
56874,0439043638,10
56874,0439188539,5
56874,0553297562,2
56874,0590031686,9
56874,0590216872,9
56874,0590373986,3
56874,0590498495,10
56874,0679446486,9
56874,0786001453,6
56874,0874060303,4
57095,0345353145,10
57095,0345354621,7
57095,0345391055,10
57095,0345402871,9
57095,0345418913,10
57095,0385486804,10
57095,0446359866,9
57095,0446601616,8
57095,0451137965,9
57095,0451167317,9
57095,0553278274,7
57095,0671041789,9
57150,1740511662,6
57150,18422550837,7
57246,0671004107,7
57246,0671866397,8
57248,0312267002,4
57256,0064400069,7
57256,0439130255,1
57278,034543885X,9
57288,0310285313,10
57339,0345307615,10
57345,0786861347,6
57350,0064473155,8
57356,0451206673,9
57386,0525673067,9
57415,9726950872,6
57415,9726951666,6
57427,0671027344,10
57501,0060930187,9
57522,0340634448,5
57552,0486282414,9
57590,3462032283,6
57726,0375756442,9
57726,0486287440,6
57726,0486408833,8
57726,0553210416,9
57726,067976402X,5
57726,0684801523,8
57852,3423780266,6
57910,0440967694,10
57935,0060929782,7
57935,042513525X,7
57935,0440178002,10
57935,0440184622,10
57935,0671244221,10
57935,0684818949,7
57935,1573225789,8
58020,014034540X,7
58072,0380897822,7
58077,0971880107,9
58085,019581035X,8
58134,1863962654,10
58154,0440471478,8
58159,0435121081,7
58172,0373250134,7
58185,0345337662,10
58185,0345435419,7
58198,0345413350,6
58205,9782277211976,8
58250,3404118960,10
58252,0609807900,10
58252,0671017098,3
58252,0671722891,10
58252,0679810307,9
58252,0812043448,1
58252,1400047242,8
58252,1573222321,6
58255,0373218397,8
58255,0373243790,9
58255,0373285000,7
58255,0380819201,10
58255,0385332963,9
58255,0399145923,8
58255,0399147128,8
58255,0439139600,10
58255,043965548X,8
58255,0451209168,10
58255,0505523809,9
58255,0515120006,10
58255,0515120618,8
58255,0515121843,9
58255,0515127833,9
58255,0515132020,10
58255,0515136379,10
58255,0515136530,10
58255,0553290789,10
58255,0843940697,9
58255,0843941979,9
58255,1575669072,10
58256,0312864035,4
58256,0812520602,5
58259,0586044345,9
58259,3407781989,5
58259,3426620863,6
58259,3473581038,6
58259,3522169557,6
58259,3829701748,9
58260,2841873927,7
58260,2894305370,7
58265,0385501005,8
58297,0590447688,8
58297,0971880107,6
58519,3442350662,4
58519,3453171551,8
58537,3150000734,10
58546,0440222028,8
58564,0553151657,5
58628,0425188361,5
58940,8423309835,4
58993,0425086798,8
59059,0140042229,9
59059,0330331663,4
59059,0345300807,6
59059,0345369351,6
59059,0380714752,7
59059,0380719002,8
59059,0380721406,8
59059,0440208149,6
59059,0440218926,9
59059,0440401585,8
59059,0440900794,7
59059,0440901839,6
59059,0440999197,6
59059,0441805914,8
59059,0451450736,5
59059,0451522737,7
59059,0451523024,7
59059,0486264645,5
59059,0486406601,7
59059,0525248188,7
59059,0553213105,9
59059,055356983x,8
59059,0590457217,7
59059,0590457225,8
59059,0609601032,5
59059,067100767x,3
59059,0671698842,5
59059,0679869816,6
59059,0767903382,7
59059,0812548094,5
59059,0886773105,5
59059,9505470010,8
59088,0440969832,7
59088,0553269151,7
59243,0440863112,8
59266,0140390502,3
59266,0140440925,8
59266,0553210823,5
59266,0684800713,7
59266,0786885572,10
59266,0812504364,8
59291,0743467795,6
59291,1400032156,6
59291,5012657712316,7
59364,0453003931,7
59429,5040009437,4
59438,0261102214,9
59438,0399208534,8
59438,0439239214,7
59438,0439319471,7
59438,043931948X,7
59438,0439372836,8
59438,0439460816,9
59438,0439557046,7
59438,0590032496,9
59438,0590060198,10
59438,0866119108,7
59438,0867130768,8
59438,1402703287,9
59438,1551923378,10
59438,155192398X,10
59438,39483612X,8
59463,0307128539,10
59463,0380703637,8
59463,0590102702,5
59463,059014958X,6
59463,059032523X,10
59463,0590334514,5
59463,0590337483,6
59463,0590337629,10
59463,0590403605,9
59463,0590475967,9
59463,0590689908,8
59463,0671035762,10
59463,0786831073,9
59463,0834118556,6
59463,0893753688,6
59463,0915396149,5
59463,1885222998,7
59765,34667829791,10
59786,0141002077,5
59861,0553276107,10
59886,0786890371,9
59903,0060913509,7
59944,0140388419,9
59944,0440403278,9
59944,0451628047,8
59944,0671024108,7
59944,0671026011,8
59950,0316726036,8
59950,186049899,6
59966,0061020710,10
60009,0552141313,8
60109,0340329629,10
60426,0679447490,7
60543,0380705788,10
60552,0345447174,5
60552,0671724851,6
60701,0064472655,5
60714,0743463544,9
60714,0767905202,6
60942,0451188454,9
61083,0679781587,8
61330,0590471570,3
61342,968150108X,9
61520,0590457403,9
61548,8427202881,9
61751,0195052161,9
61829,0440222028,9
62052,0345450663,10
62052,0786806532,5
62103,0385321759,8
62106,0439244196,7
62145,0571056865,10
62160,4141148981,8
62172,0060177179,8
62172,0060652934,10
62172,0061053104,8
62172,0131829939,6
62172,031021923X,8
62172,0310234697,6
62172,0316769487,6
62172,0330492047,9
62172,0345308239,7
62172,0345413369,7
62172,0375708111,7
62172,0451526775,10
62172,0451623509,6
62172,0553296981,8
62172,0553380168,9
62172,0590222104,9
62172,0671039741,7
62172,0684834936,6
62172,0802775926,6
62172,0805070893,2
62172,0812967852,4
62172,0812968646,9
62172,0830812180,4
62172,0895262762,9
62172,1551110598,3
62172,1570625190,3
62172,1573226599,9
62172,1579122280,5
62172,1860648916,8
62191,8870684989,10
62382,0590721917,6
62568,0451457307,10
62707,2253008486,10
62728,026166378X,7
62728,034040860X,8
62761,0385492081,9
62761,0452277507,6
63001,0575056355,8
63069,0140371540,10
63148,8478886508,9
63217,B37.3692002,6
63286,0452272319,9
63515,0142000981,4
63578,9727595545,9
63625,0062502182,10
63625,0140013997,9
63625,0140386645,10
63625,0156528207,10
63625,0312147015,10
63625,0316168815,10
63625,0440498058,10
63625,0446310786,10
63625,0446608955,10
63625,0517884402,10
63625,0553260111,10
63625,0553263226,10
63625,0553287737,10
63625,0590134701,10
63625,0590427717,8
63625,0743412028,10
63625,0812511816,10
63625,0812550706,10
63625,0880382651,1
63625,0898702682,10
63625,092927959X,10
63625,1582614687,10
63625,1591823897,8
63625,1853260622,10
63625,193156146X,10
63819,0140620117,7
63855,207041311X,5
63855,3150099420,8
63937,0440219248,8
63937,0446605050,5
63949,0812505042,7
64047,0425182215,7
64064,8440655398,6
64173,0330273949,5
64173,0345439325,6
64173,0552998885,9
64183,0064471837,9
64183,0152008691,8
64183,0345456009,6
64183,0812578511,7
64183,0886778077,6
64186,0345306449,8
64186,0590434403,8
64186,0671617028,8
64186,0737399368,6
64186,0812507452,8
64186,0824818849,6
64186,1582432090,10
64343,3453180895,7
64357,0439576520,7
64367,081257639X,7
64367,0880386258,2
64371,8401494125,8
64475,0440221595,8
64508,0140317309,8
64746,0060965517,5
65032,0060234881,5
65032,0060507403,5
65032,006101351X,5
65032,0064401847,5
65032,014032528X,5
65032,0140328696,5
65032,0140328734,5
65032,0140328742,7
65032,014034019X,5
65032,0140368132,7
65032,014037454X,5
65032,0374417040,5
65032,0374435251,5
65032,0385333870,8
65032,0385333900,5
65032,0385334141,5
65032,0385334176,5
65032,0385334265,5
65032,0440219078,5
65032,0449214729,3
65032,0451526341,5
65032,0452268192,5
65032,059035342X,2
65032,0684818868,5
65098,0590399942,9
65098,0590453653,10
65098,0590453661,9
65098,059045367X,8
65098,0590477420,8
65098,0590483544,5
65098,0590568833,5
65098,0590767836,9
65333,0142000981,7
65398,0061065757,4
65398,031023252X,7
65398,0553482092,7
65398,0590060198,10
65398,0590448811,4
65398,0679890637,5
65398,1562475304,10
65419,0312995423,10
65461,0689814615,9
65471,0590065874,7
65471,059043568X,7
65471,0590448013,8
65471,0590482289,10
65497,0345378490,6
65497,0380817691,7
65497,0425098605,5
65497,0425104346,8
65497,0440236703,9
65497,0449223043,8
65497,0451181956,9
65576,0345294823,10
65752,0345347536,8
65752,0380723565,8
65752,0439115469,10
65752,0439130735,10
65752,0439243262,10
65752,0439251877,10
65752,0439305691,9
65752,0439317509,9
65752,0439564212,8
65752,0440910587,9
65752,0448095319,9
65752,0448095386,9
65752,0553480049,9
65752,0553573977,8
65752,0590457276,10
65752,0590466852,10
65752,0590485830,9
65752,0590485857,8
65752,0590740326,8
65752,0590897985,10
65752,0688075215,8
65755,1565041755,10
65767,0385496982,9
65921,0590432796,7
65921,0671894250,7
65921,084313917X,6
66110,0689831285,10
66115,0316734896,9
66182,0312099436,4
66189,0679441557,5
66247,0385008619,8
66259,0141302690,10
66407,3492230571,7
66428,0061059854,8
66428,0553484494,4
66428,0590568809,4
66428,0671035630,6
66428,0971880107,7
66483,0099439743,10
66483,0140311084,9
66483,0140366687,10
66483,0140366717,7
66483,0140622497,7
66483,0552146145,9
66483,0747532745,9
66483,15713994,10
66483,1580083242,9
66483,1883319188,10
66483,331400317X,10
66483,3351025122,8
66483,3401025279,10
66483,3404139178,10
66483,3404148843,8
66483,3407753128,10
66483,3407780230,8
66483,3407782306,10
66483,3407783116,10
66483,3407787588,10
66483,3423078006,8
66483,3423079274,10
66483,342320575X,10
66483,3423700114,10
66483,3423700947,10
66483,3423701447,10
66483,3423701897,8
66483,3423702834,10
66483,3423704675,10
66483,3423704705,10
66483,3423707291,10
66483,3423780061,9
66483,3423795026,10
66483,3426194058,10
66483,3426620596,9
66483,3442446708,10
66483,3442446759,7
66483,3442455413,8
66483,3458337253,9
66483,3473351911,10
66483,347335192X,10
66483,3492230490,10
66483,3492233503,10
66483,3505100595,8
66483,3518368001,4
66483,3522128001,10
66483,3551551677,10
66483,3551551685,10
66483,3551551693,10
66483,3551551936,10
66483,35600350,10
66483,3596222206,8
66483,3608935444,10
66483,3612275127,10
66483,3720523187,5
66483,3746614007,10
66483,3746616905,10
66483,3760747205,8
66483,3760754201,10
66483,3760754589,9
66483,3760762379,10
66483,3764501146,9
66483,3770422554,10
66483,3774259186,9
66483,3774600899,10
66483,3785523408,10
66483,378552580X,10
66483,378552708X,10
66483,3785532024,10
66483,3785532032,10
66483,378553305,10
66483,3785533349,10
66483,3785533357,10
66483,3785534566,10
66483,3785536763,10
66483,3785540329,10
66483,378554040X,10
66483,3785542291,10
66483,3789161403,10
66483,3795113997,10
66483,380430141X,10
66483,3828969992,7
66483,401025260,10
66546,0446527793,10
66721,1869587669,7
66901,0767905385,8
67060,0340685964,8
67072,0060929871,10
67072,0385720920,10
67126,338188771,8
67126,793188808,8
67131,0679762906,10
67131,0684854104,10
67136,0765342987,9
67141,0141312122,3
67168,0451457811,6
67189,0380719223,10
67193,0449213943,8
67198,0140367616,7
67198,0316605425,9
67198,0316606081,9
67198,0316606847,9
67198,0345325818,10
67198,0345339681,10
67198,0345339703,10
67198,0345339711,10
67198,0345339738,10
67198,0345375211,10
67198,034537522X,10
67198,0345384466,8
67198,0345397819,8
67198,0345404319,8
67198,0439064872,10
67198,0440208378,5
67198,0440220653,9
67198,0451525264,8
67198,0590454021,7
67198,0590456814,8
67198,0590457403,9
67198,0765342987,10
67198,0765345048,10
67198,0786907754,10
67198,0786907878,9
67198,0786915749,10
67198,0786915897,10
67198,0786916095,10
67198,0786918047,10
67198,0786918055,10
67198,0786918063,10
67198,0786918071,10
67198,0786926945,10
67198,0786927062,10
67198,0786927089,10
67198,0786929502,10
67198,8478886567,10
67244,0345402871,8
67332,0812550285,8
67417,1887038019,7
67422,0805210601,8
67463,0140344764,6
67465,0316734357,9
67720,3551580812,7
67720,3551580820,7
67749,0439222737,5
67754,0380753014,9
67754,0689866399,9
67782,0590477455,10
67782,0590483404,10
67782,0590483455,10
67782,0590483471,8
67782,0590483498,10
67782,0590483501,9
67782,059048351X,8
67782,0590568736,10
67782,0590568779,10
67782,0590568809,10
67821,0394742117,5
67885,0689710666,8
67887,0380730448,8
67901,1593080352,10
67922,0452278902,1
67932,3257230478,10
67962,0843946903,8
68014,0099284383,8
68014,0140034919,4
68014,0140234012,7
68014,0140445285,8
68014,0141185104,9
68014,0141439572,9
68014,0333761170,3
68014,0743455967,8
68158,3861503891,9
68187,006008409X,7
68194,0060830956,8
68321,0394747232,7
68345,0812530322,10
68375,0066214122,10
68378,0425182894,8
68378,0446601616,8
68395,0140327134,9
68395,0590568809,7
68412,0006722970,8
68412,0140274154,7
68412,0330348906,6
68412,0874869870,6
68447,0140042407,7
68447,014017737X,8
68447,0140390464,6
68447,0451527666,2
68447,0679785892,7
68447,0684803356,10
68447,0802132952,3
68575,0698116917,10
68700,0064403319,8
68700,039914465X,6
68700,0425133516,10
68700,0786918047,6
68700,0786918055,6
68700,0786918063,6
68700,0843951400,7
68786,0375803483,7
68819,0689848919,10
68847,0140386637,8
68861,0446310786,10
68876,033039018X,5
68967,0330244914,4
69052,8879835858,8
69093,0440219078,10
69193,0552142379,8
69466,0345384369,7
69466,0375725784,8
69466,0618002219,10
69466,0671039741,7
69640,8466307125,10
69653,7500064772/H`,6
69666,0385486804,9
69691,006052569X,7
69691,0786885599,10
69691,0802138918,10
69693,0761107568,5
69893,3442455707,8
69936,0345338588,10
69951,0007149220,9
70055,0061092177,9
70055,0380789035,9
70065,0006479383,8
70065,0140348522,5
70065,015200016X,5
70065,0345378482,6
70065,0374525811,5
70065,0425148637,7
70065,042516098X,7
70065,0425175405,7
70065,0425182908,6
70065,0440200989,2
70065,0440235162,4
70065,0446604658,7
70065,0449221504,7
70065,0451168089,5
70065,0451521285,5
70065,0515095826,6
70065,0552128481,7
70065,0552131067,8
70065,0552131075,8
70065,0552133264,5
70065,0552134651,7
70065,0552142379,8
70065,0552145424,5
70065,0671039415,3
70065,0765194279,6
70065,0789429640,7
70065,0886777631,6
70065,0894808249,5
70065,1857989546,6
70065,1903271126,6
70066,0373217110,8
70066,0373802021,10
70066,0380812525,10
70066,0505519690,9
70066,0505520265,8
70066,0590059084,8
70066,0843950498,10
70121,0689831412,7
70246,0816729883,5
70287,0553492403,7
70399,3257228007,8
70448,0140370951,9
70448,0141306939,8
70448,015204566X,9
70448,0345313860,7
70448,0345337662,9
70448,0345351525,8
70448,038532720X,8
70448,0440228166,8
70448,0689800843,7
70448,0806906189,8
70472,0671008005,7
70479,0801853001,8
70480,1931561648,10
70519,0064401847,9
70519,0451458370,9
70666,0060192704,5
70666,006096975X,10
70666,006101351X,5
70666,0061020044,5
70666,0061094129,5
70666,0070619964,6
70666,0140186425,5
70666,0140275010,5
70666,0152016554,5
70666,0304357278,9
70666,0312187777,5
70666,0312950985,5
70666,0312966121,5
70666,0316769487,9
70666,0345353145,8
70666,0345354613,5
70666,0345354648,5
70666,0345354658,9
70666,0345365151,5
70666,0345370775,7
70666,0345378482,5
70666,0345378490,6
70666,0345380371,5
70666,034539092X,7
70666,0345402871,5
70666,034540288X,6
70666,0385059418,5
70666,0385421982,8
70666,0385484518,10
70666,0395137195,8
70666,0425052478,5
70666,0425064115,5
70666,0425083837,6
70666,0425116840,5
70666,0425118703,8
70666,042513525X,5
70666,0425165566,9
70666,0425173534,7
70666,0425176932,5
70666,0440211727,9
70666,0440213525,9
70666,0440221471,10
70666,044022165X,6
70666,044022330X,5
70666,0440225701,9
70666,0440226708,7
70666,0440234743,7
70666,0440236673,7
70666,0440845920,5
70666,0440910846,8
70666,0446603589,5
70666,0446605239,5
70666,0446606324,5
70666,0446607339,5
70666,0446607711,7
70666,0446608890,9
70666,0449213447,6
70666,0451151534,6
70666,0451160525,10
70666,0451162072,8
70666,0451167708,5
70666,0451183665,8
70666,0451184114,5
70666,0471118494,10
70666,0486280616,10
70666,0517064863,10
70666,0553023004,6
70666,0553138286,5
70666,0553211765,4
70666,0553249533,5
70666,0553263218,7
70666,0553280414,9
70666,0553296981,7
70666,0553452991,9
70666,0553580930,5
70666,0590433520,8
70666,0590446711,6
70666,0590451227,5
70666,0590739107,7
70666,0590763423,6
70666,0609600672,8
70666,0670858382,7
70666,067102423X,5
70666,067153792X,5
70666,0671626728,6
70666,0671729349,5
70666,0671822101,5
70666,0671827480,6
70666,0679445358,7
70666,0679458174,8
70666,0684814137,6
70666,0688078761,5
70666,0691033900,7
70666,0739407503,9
70666,0743224914,8
70666,075240265X,7
70666,0786861347,8
70666,0786862564,5
70666,0786862572,8
70666,0786885777,9
70666,080410526X,9
70666,0804116733,5
70666,081674128X,8
70666,0816749531,5
70666,0836250761,7
70666,0875020607,5
70666,0886900921,7
70666,0887307876,6
70666,0899091679,10
70666,0917012933,9
70666,0924771496,8
70666,0971358400,10
70666,1558701060,8
70666,1563975149,9
70666,1564581764,8
70666,1882606027,5
70666,1883820278,6
70803,0140319328,8
70837,0375714596,9
70851,0380728842,10
71006,9782290314951,8
71079,0432534220,10
71155,3453050290,8
71174,0425175405,8
71232,0439139597,9
71233,0061056308,4
71233,0099288478,5
71233,0140366822,7
71233,0312157010,6
71233,0553099655,9
71310,0689848919,7
71449,8533615167,10
71476,842044491X,8
71507,0060928336,7
71537,0684834960,8
71594,0007146353,10
71653,0380001411,9
71665,8420739480,8
71677,357012388X,1
71698,3442452031,1
71722,9600333491,8
71722,9600509883,7
71722,9602936908,8
71726,0 09 944678 2,9
71726,0 440 20615 4,9
71804,0440222028,9
71934,4091042828,8
72148,3442446570,8
72148,3453124294,8
72171,9721043257,9
72171,9722329359,7
72210,2253143626,5
72210,2266101617,7
72210,2277223271,8
72210,2277224898,7
72210,2290024902,7
72211,2253048623,8
72211,225313922X,10
72211,2253154229,8
72247,0140081135,8
72247,0385418868,8
72247,0671003755,8
72247,0873529758,5
72341,080410526X,5
72368,0064400557,5
72368,006440630X,7
72368,0446672211,7
72368,0553213148,5
72368,0553213180,5
72368,0553274295,3
72368,0590226517,5
72368,0590374516,6
72368,0590374532,6
72368,0590412981,8
72368,0590450344,10
72368,0590962736,8
72368,0671868330,9
72368,156512104X,7
72404,8437600928,7
72404,8495618605,9
72476,0440863686,7
72497,0425177173,9
72509,0446606189,8
72526,0440224764,8
72526,0552148997,9
